words,tags,intent,sentence,slots,intent_id
"['Level', 'at', '13000', 'feet,', 'cleared']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 13000 feet, cleared","{'altitude': '13000', 'status': 'cleared'}",
"['Level', 'at', '7500', 'feet,', 'confirmed']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 7500 feet, confirmed","{'altitude': '7500', 'status': 'confirmed'}",
"['Level', 'at', '5500', 'feet,', 'maintained']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 5500 feet, maintained","{'altitude': '5500', 'status': 'maintained'}",
"['Level', 'at', '6000', 'feet,', 'level']","['B-status', 'O', 'B-altitude', 'O', 'O']",4.0,"Level at 6000 feet, level","{'altitude': '6000', 'status': 'level'}",
"['Level', 'at', '18000', 'feet,', 'cleared']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 18000 feet, cleared","{'altitude': '18000', 'status': 'cleared'}",
"['Level', 'at', '20500', 'feet,', 'confirmed']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 20500 feet, confirmed","{'altitude': '20500', 'status': 'confirmed'}",
"['Level', 'at', '16500', 'feet,', 'reached']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 16500 feet, reached","{'altitude': '16500', 'status': 'reached'}",
"['Level', 'at', '2500', 'feet,', 'maintained']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 2500 feet, maintained","{'altitude': '2500', 'status': 'maintained'}",
"['Level', 'at', '5500', 'feet,', 'confirmed']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 5500 feet, confirmed","{'altitude': '5500', 'status': 'confirmed'}",
"['Level', 'at', '6000', 'feet,', 'maintained']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 6000 feet, maintained","{'altitude': '6000', 'status': 'maintained'}",
"['Level', 'at', '14000', 'feet,', 'maintained']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 14000 feet, maintained","{'altitude': '14000', 'status': 'maintained'}",
"['Level', 'at', '6000', 'feet,', 'cleared']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 6000 feet, cleared","{'altitude': '6000', 'status': 'cleared'}",
"['Level', 'at', '23000', 'feet,', 'confirmed']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 23000 feet, confirmed","{'altitude': '23000', 'status': 'confirmed'}",
"['Level', 'at', '7500', 'feet,', 'confirmed']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 7500 feet, confirmed","{'altitude': '7500', 'status': 'confirmed'}",
"['Level', 'at', '17500', 'feet,', 'maintained']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 17500 feet, maintained","{'altitude': '17500', 'status': 'maintained'}",
"['Level', 'at', '18500', 'feet,', 'reached']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 18500 feet, reached","{'altitude': '18500', 'status': 'reached'}",
"['Level', 'at', '15500', 'feet,', 'confirmed']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 15500 feet, confirmed","{'altitude': '15500', 'status': 'confirmed'}",
"['Level', 'at', '1000', 'feet,', 'confirmed']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 1000 feet, confirmed","{'altitude': '1000', 'status': 'confirmed'}",
"['Level', 'at', '14000', 'feet,', 'confirmed']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 14000 feet, confirmed","{'altitude': '14000', 'status': 'confirmed'}",
"['Level', 'at', '9500', 'feet,', 'reached']","['O', 'O', 'B-altitude', 'O', 'B-status']",4.0,"Level at 9500 feet, reached","{'altitude': '9500', 'status': 'reached'}",
"['go', 'to', '24500']","['B-action', 'O', 'B-altitude']",4.0,go to 24500,"{'altitude': '24500', 'action': 'go'}",
"['rise', 'to', '22500']","['B-action', 'O', 'B-altitude']",4.0,rise to 22500,"{'altitude': '22500', 'action': 'rise'}",
"['drop', 'to', '19000']","['B-action', 'O', 'B-altitude']",4.0,drop to 19000,"{'altitude': '19000', 'action': 'drop'}",
"['level', 'off', 'to', '13000']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 13000,"{'altitude': '13000', 'action': 'level off'}",
"['drop', 'to', '2500']","['B-action', 'O', 'B-altitude']",4.0,drop to 2500,"{'altitude': '2500', 'action': 'drop'}",
"['descend', 'to', '20500']","['B-action', 'O', 'B-altitude']",4.0,descend to 20500,"{'altitude': '20500', 'action': 'descend'}",
"['level', 'off', 'to', '5500']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 5500,"{'altitude': '5500', 'action': 'level off'}",
"['climb', 'to', '13500']","['B-action', 'O', 'B-altitude']",4.0,climb to 13500,"{'altitude': '13500', 'action': 'climb'}",
"['drop', 'to', '17500']","['B-action', 'O', 'B-altitude']",4.0,drop to 17500,"{'altitude': '17500', 'action': 'drop'}",
"['rise', 'to', '14500']","['B-action', 'O', 'B-altitude']",4.0,rise to 14500,"{'altitude': '14500', 'action': 'rise'}",
"['level', 'off', 'to', '14000']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 14000,"{'altitude': '14000', 'action': 'level off'}",
"['go', 'to', '24000']","['B-action', 'O', 'B-altitude']",4.0,go to 24000,"{'altitude': '24000', 'action': 'go'}",
"['maintain', 'to', '23000']","['B-action', 'O', 'B-altitude']",4.0,maintain to 23000,"{'altitude': '23000', 'action': 'maintain'}",
"['rise', 'to', '24000']","['B-action', 'O', 'B-altitude']",4.0,rise to 24000,"{'altitude': '24000', 'action': 'rise'}",
"['rise', 'to', '20500']","['B-action', 'O', 'B-altitude']",4.0,rise to 20500,"{'altitude': '20500', 'action': 'rise'}",
"['ascend', 'to', '2500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 2500,"{'altitude': '2500', 'action': 'ascend'}",
"['climb', 'to', '24000']","['B-action', 'O', 'B-altitude']",4.0,climb to 24000,"{'altitude': '24000', 'action': 'climb'}",
"['go', 'to', '20500']","['B-action', 'O', 'B-altitude']",4.0,go to 20500,"{'altitude': '20500', 'action': 'go'}",
"['maintain', 'to', '21500']","['B-action', 'O', 'B-altitude']",4.0,maintain to 21500,"{'altitude': '21500', 'action': 'maintain'}",
"['climb', 'to', '17000']","['B-action', 'O', 'B-altitude']",4.0,climb to 17000,"{'altitude': '17000', 'action': 'climb'}",
"['level', 'off', 'to', '20000']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 20000,"{'altitude': '20000', 'action': 'level off'}",
"['ascend', 'to', '4500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 4500,"{'altitude': '4500', 'action': 'ascend'}",
"['rise', 'to', '4000']","['B-action', 'O', 'B-altitude']",4.0,rise to 4000,"{'altitude': '4000', 'action': 'rise'}",
"['rise', 'to', '9000']","['B-action', 'O', 'B-altitude']",4.0,rise to 9000,"{'altitude': '9000', 'action': 'rise'}",
"['descend', 'to', '24500']","['B-action', 'O', 'B-altitude']",4.0,descend to 24500,"{'altitude': '24500', 'action': 'descend'}",
"['ascend', 'to', '1500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 1500,"{'altitude': '1500', 'action': 'ascend'}",
"['drop', 'to', '1000']","['B-action', 'O', 'B-altitude']",4.0,drop to 1000,"{'altitude': '1000', 'action': 'drop'}",
"['descend', 'to', '3500']","['B-action', 'O', 'B-altitude']",4.0,descend to 3500,"{'altitude': '3500', 'action': 'descend'}",
"['level', 'off', 'to', '3500']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 3500,"{'altitude': '3500', 'action': 'level off'}",
"['drop', 'to', '19000']","['B-action', 'O', 'B-altitude']",4.0,drop to 19000,"{'altitude': '19000', 'action': 'drop'}",
"['go', 'to', '8500']","['B-action', 'O', 'B-altitude']",4.0,go to 8500,"{'altitude': '8500', 'action': 'go'}",
"['ascend', 'to', '18500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 18500,"{'altitude': '18500', 'action': 'ascend'}",
"['maintain', 'to', '11500']","['B-action', 'O', 'B-altitude']",4.0,maintain to 11500,"{'altitude': '11500', 'action': 'maintain'}",
"['go', 'to', '16000']","['B-action', 'O', 'B-altitude']",4.0,go to 16000,"{'altitude': '16000', 'action': 'go'}",
"['rise', 'to', '18000']","['B-action', 'O', 'B-altitude']",4.0,rise to 18000,"{'altitude': '18000', 'action': 'rise'}",
"['descend', 'to', '21000']","['B-action', 'O', 'B-altitude']",4.0,descend to 21000,"{'altitude': '21000', 'action': 'descend'}",
"['ascend', 'to', '23500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 23500,"{'altitude': '23500', 'action': 'ascend'}",
"['descend', 'to', '18000']","['B-action', 'O', 'B-altitude']",4.0,descend to 18000,"{'altitude': '18000', 'action': 'descend'}",
"['ascend', 'to', '7500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 7500,"{'altitude': '7500', 'action': 'ascend'}",
"['drop', 'to', '22000']","['B-action', 'O', 'B-altitude']",4.0,drop to 22000,"{'altitude': '22000', 'action': 'drop'}",
"['rise', 'to', '4000']","['B-action', 'O', 'B-altitude']",4.0,rise to 4000,"{'altitude': '4000', 'action': 'rise'}",
"['level', 'off', 'to', '22500']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 22500,"{'altitude': '22500', 'action': 'level off'}",
"['ascend', 'to', '23000']","['B-action', 'O', 'B-altitude']",4.0,ascend to 23000,"{'altitude': '23000', 'action': 'ascend'}",
"['level', 'off', 'to', '19500']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 19500,"{'altitude': '19500', 'action': 'level off'}",
"['rise', 'to', '2500']","['B-action', 'O', 'B-altitude']",4.0,rise to 2500,"{'altitude': '2500', 'action': 'rise'}",
"['drop', 'to', '7000']","['B-action', 'O', 'B-altitude']",4.0,drop to 7000,"{'altitude': '7000', 'action': 'drop'}",
"['rise', 'to', '4500']","['B-action', 'O', 'B-altitude']",4.0,rise to 4500,"{'altitude': '4500', 'action': 'rise'}",
"['ascend', 'to', '22000']","['B-action', 'O', 'B-altitude']",4.0,ascend to 22000,"{'altitude': '22000', 'action': 'ascend'}",
"['climb', 'to', '4500']","['B-action', 'O', 'B-altitude']",4.0,climb to 4500,"{'altitude': '4500', 'action': 'climb'}",
"['go', 'to', '3500']","['B-action', 'O', 'B-altitude']",4.0,go to 3500,"{'altitude': '3500', 'action': 'go'}",
"['level', 'off', 'to', '1500']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 1500,"{'altitude': '1500', 'action': 'level off'}",
"['level', 'off', 'to', '23500']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 23500,"{'altitude': '23500', 'action': 'level off'}",
"['drop', 'to', '2000']","['B-action', 'O', 'B-altitude']",4.0,drop to 2000,"{'altitude': '2000', 'action': 'drop'}",
"['level', 'off', 'to', '11000']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 11000,"{'altitude': '11000', 'action': 'level off'}",
"['go', 'to', '13000']","['B-action', 'O', 'B-altitude']",4.0,go to 13000,"{'altitude': '13000', 'action': 'go'}",
"['climb', 'to', '22000']","['B-action', 'O', 'B-altitude']",4.0,climb to 22000,"{'altitude': '22000', 'action': 'climb'}",
"['climb', 'to', '14000']","['B-action', 'O', 'B-altitude']",4.0,climb to 14000,"{'altitude': '14000', 'action': 'climb'}",
"['descend', 'to', '11000']","['B-action', 'O', 'B-altitude']",4.0,descend to 11000,"{'altitude': '11000', 'action': 'descend'}",
"['maintain', 'to', '24500']","['B-action', 'O', 'B-altitude']",4.0,maintain to 24500,"{'altitude': '24500', 'action': 'maintain'}",
"['climb', 'to', '2500']","['B-action', 'O', 'B-altitude']",4.0,climb to 2500,"{'altitude': '2500', 'action': 'climb'}",
"['maintain', 'to', '1000']","['B-action', 'O', 'B-altitude']",4.0,maintain to 1000,"{'altitude': '1000', 'action': 'maintain'}",
"['descend', 'to', '20500']","['B-action', 'O', 'B-altitude']",4.0,descend to 20500,"{'altitude': '20500', 'action': 'descend'}",
"['go', 'to', '20500']","['B-action', 'O', 'B-altitude']",4.0,go to 20500,"{'altitude': '20500', 'action': 'go'}",
"['drop', 'to', '3000']","['B-action', 'O', 'B-altitude']",4.0,drop to 3000,"{'altitude': '3000', 'action': 'drop'}",
"['rise', 'to', '19500']","['B-action', 'O', 'B-altitude']",4.0,rise to 19500,"{'altitude': '19500', 'action': 'rise'}",
"['go', 'to', '4500']","['B-action', 'O', 'B-altitude']",4.0,go to 4500,"{'altitude': '4500', 'action': 'go'}",
"['descend', 'to', '10000']","['B-action', 'O', 'B-altitude']",4.0,descend to 10000,"{'altitude': '10000', 'action': 'descend'}",
"['drop', 'to', '23500']","['B-action', 'O', 'B-altitude']",4.0,drop to 23500,"{'altitude': '23500', 'action': 'drop'}",
"['rise', 'to', '19500']","['B-action', 'O', 'B-altitude']",4.0,rise to 19500,"{'altitude': '19500', 'action': 'rise'}",
"['level', 'off', 'to', '22000']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 22000,"{'altitude': '22000', 'action': 'level off'}",
"['drop', 'to', '15500']","['B-action', 'O', 'B-altitude']",4.0,drop to 15500,"{'altitude': '15500', 'action': 'drop'}",
"['descend', 'to', '10000']","['B-action', 'O', 'B-altitude']",4.0,descend to 10000,"{'altitude': '10000', 'action': 'descend'}",
"['level', 'off', 'to', '10000']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 10000,"{'altitude': '10000', 'action': 'level off'}",
"['rise', 'to', '2000']","['B-action', 'O', 'B-altitude']",4.0,rise to 2000,"{'altitude': '2000', 'action': 'rise'}",
"['descend', 'to', '16500']","['B-action', 'O', 'B-altitude']",4.0,descend to 16500,"{'altitude': '16500', 'action': 'descend'}",
"['descend', 'to', '17500']","['B-action', 'O', 'B-altitude']",4.0,descend to 17500,"{'altitude': '17500', 'action': 'descend'}",
"['descend', 'to', '10500']","['B-action', 'O', 'B-altitude']",4.0,descend to 10500,"{'altitude': '10500', 'action': 'descend'}",
"['descend', 'to', '13000']","['B-action', 'O', 'B-altitude']",4.0,descend to 13000,"{'altitude': '13000', 'action': 'descend'}",
"['rise', 'to', '22000']","['B-action', 'O', 'B-altitude']",4.0,rise to 22000,"{'altitude': '22000', 'action': 'rise'}",
"['ascend', 'to', '18500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 18500,"{'altitude': '18500', 'action': 'ascend'}",
"['level', 'off', 'to', '15500']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 15500,"{'altitude': '15500', 'action': 'level off'}",
"['ascend', 'to', '4500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 4500,"{'altitude': '4500', 'action': 'ascend'}",
"['level', 'off', 'to', '15500']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 15500,"{'altitude': '15500', 'action': 'level off'}",
"['go', 'to', '21500']","['B-action', 'O', 'B-altitude']",4.0,go to 21500,"{'altitude': '21500', 'action': 'go'}",
"['ascend', 'to', '23500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 23500,"{'altitude': '23500', 'action': 'ascend'}",
"['level', 'off', 'to', '13500']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 13500,"{'altitude': '13500', 'action': 'level off'}",
"['ascend', 'to', '17000']","['B-action', 'O', 'B-altitude']",4.0,ascend to 17000,"{'altitude': '17000', 'action': 'ascend'}",
"['level', 'off', 'to', '24000']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 24000,"{'altitude': '24000', 'action': 'level off'}",
"['climb', 'to', '19500']","['B-action', 'O', 'B-altitude']",4.0,climb to 19500,"{'altitude': '19500', 'action': 'climb'}",
"['rise', 'to', '11500']","['B-action', 'O', 'B-altitude']",4.0,rise to 11500,"{'altitude': '11500', 'action': 'rise'}",
"['level', 'off', 'to', '18000']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 18000,"{'altitude': '18000', 'action': 'level off'}",
"['rise', 'to', '7500']","['B-action', 'O', 'B-altitude']",4.0,rise to 7500,"{'altitude': '7500', 'action': 'rise'}",
"['go', 'to', '16000']","['B-action', 'O', 'B-altitude']",4.0,go to 16000,"{'altitude': '16000', 'action': 'go'}",
"['climb', 'to', '12000']","['B-action', 'O', 'B-altitude']",4.0,climb to 12000,"{'altitude': '12000', 'action': 'climb'}",
"['maintain', 'to', '16500']","['B-action', 'O', 'B-altitude']",4.0,maintain to 16500,"{'altitude': '16500', 'action': 'maintain'}",
"['ascend', 'to', '10500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 10500,"{'altitude': '10500', 'action': 'ascend'}",
"['maintain', 'to', '17500']","['B-action', 'O', 'B-altitude']",4.0,maintain to 17500,"{'altitude': '17500', 'action': 'maintain'}",
"['drop', 'to', '9500']","['B-action', 'O', 'B-altitude']",4.0,drop to 9500,"{'altitude': '9500', 'action': 'drop'}",
"['rise', 'to', '12000']","['B-action', 'O', 'B-altitude']",4.0,rise to 12000,"{'altitude': '12000', 'action': 'rise'}",
"['maintain', 'to', '15000']","['B-action', 'O', 'B-altitude']",4.0,maintain to 15000,"{'altitude': '15000', 'action': 'maintain'}",
"['level', 'off', 'to', '11500']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 11500,"{'altitude': '11500', 'action': 'level off'}",
"['descend', 'to', '12000']","['B-action', 'O', 'B-altitude']",4.0,descend to 12000,"{'altitude': '12000', 'action': 'descend'}",
"['ascend', 'to', '20500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 20500,"{'altitude': '20500', 'action': 'ascend'}",
"['ascend', 'to', '4500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 4500,"{'altitude': '4500', 'action': 'ascend'}",
"['drop', 'to', '20000']","['B-action', 'O', 'B-altitude']",4.0,drop to 20000,"{'altitude': '20000', 'action': 'drop'}",
"['descend', 'to', '9000']","['B-action', 'O', 'B-altitude']",4.0,descend to 9000,"{'altitude': '9000', 'action': 'descend'}",
"['go', 'to', '8500']","['B-action', 'O', 'B-altitude']",4.0,go to 8500,"{'altitude': '8500', 'action': 'go'}",
"['go', 'to', '2500']","['B-action', 'O', 'B-altitude']",4.0,go to 2500,"{'altitude': '2500', 'action': 'go'}",
"['climb', 'to', '23500']","['B-action', 'O', 'B-altitude']",4.0,climb to 23500,"{'altitude': '23500', 'action': 'climb'}",
"['level', 'off', 'to', '19000']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 19000,"{'altitude': '19000', 'action': 'level off'}",
"['ascend', 'to', '12500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 12500,"{'altitude': '12500', 'action': 'ascend'}",
"['go', 'to', '6000']","['B-action', 'O', 'B-altitude']",4.0,go to 6000,"{'altitude': '6000', 'action': 'go'}",
"['rise', 'to', '2500']","['B-action', 'O', 'B-altitude']",4.0,rise to 2500,"{'altitude': '2500', 'action': 'rise'}",
"['level', 'off', 'to', '1000']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 1000,"{'altitude': '1000', 'action': 'level off'}",
"['rise', 'to', '5500']","['B-action', 'O', 'B-altitude']",4.0,rise to 5500,"{'altitude': '5500', 'action': 'rise'}",
"['rise', 'to', '20000']","['B-action', 'O', 'B-altitude']",4.0,rise to 20000,"{'altitude': '20000', 'action': 'rise'}",
"['climb', 'to', '22500']","['B-action', 'O', 'B-altitude']",4.0,climb to 22500,"{'altitude': '22500', 'action': 'climb'}",
"['ascend', 'to', '6500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 6500,"{'altitude': '6500', 'action': 'ascend'}",
"['rise', 'to', '13000']","['B-action', 'O', 'B-altitude']",4.0,rise to 13000,"{'altitude': '13000', 'action': 'rise'}",
"['level', 'off', 'to', '15000']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 15000,"{'altitude': '15000', 'action': 'level off'}",
"['go', 'to', '13000']","['B-action', 'O', 'B-altitude']",4.0,go to 13000,"{'altitude': '13000', 'action': 'go'}",
"['ascend', 'to', '17500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 17500,"{'altitude': '17500', 'action': 'ascend'}",
"['ascend', 'to', '22500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 22500,"{'altitude': '22500', 'action': 'ascend'}",
"['ascend', 'to', '10500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 10500,"{'altitude': '10500', 'action': 'ascend'}",
"['level', 'off', 'to', '19000']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 19000,"{'altitude': '19000', 'action': 'level off'}",
"['drop', 'to', '16000']","['B-action', 'O', 'B-altitude']",4.0,drop to 16000,"{'altitude': '16000', 'action': 'drop'}",
"['maintain', 'to', '19500']","['B-action', 'O', 'B-altitude']",4.0,maintain to 19500,"{'altitude': '19500', 'action': 'maintain'}",
"['descend', 'to', '5500']","['B-action', 'O', 'B-altitude']",4.0,descend to 5500,"{'altitude': '5500', 'action': 'descend'}",
"['drop', 'to', '2000']","['B-action', 'O', 'B-altitude']",4.0,drop to 2000,"{'altitude': '2000', 'action': 'drop'}",
"['drop', 'to', '8000']","['B-action', 'O', 'B-altitude']",4.0,drop to 8000,"{'altitude': '8000', 'action': 'drop'}",
"['go', 'to', '19500']","['B-action', 'O', 'B-altitude']",4.0,go to 19500,"{'altitude': '19500', 'action': 'go'}",
"['descend', 'to', '5500']","['B-action', 'O', 'B-altitude']",4.0,descend to 5500,"{'altitude': '5500', 'action': 'descend'}",
"['ascend', 'to', '1500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 1500,"{'altitude': '1500', 'action': 'ascend'}",
"['rise', 'to', '14000']","['B-action', 'O', 'B-altitude']",4.0,rise to 14000,"{'altitude': '14000', 'action': 'rise'}",
"['ascend', 'to', '16000']","['B-action', 'O', 'B-altitude']",4.0,ascend to 16000,"{'altitude': '16000', 'action': 'ascend'}",
"['climb', 'to', '17000']","['B-action', 'O', 'B-altitude']",4.0,climb to 17000,"{'altitude': '17000', 'action': 'climb'}",
"['ascend', 'to', '21500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 21500,"{'altitude': '21500', 'action': 'ascend'}",
"['drop', 'to', '22000']","['B-action', 'O', 'B-altitude']",4.0,drop to 22000,"{'altitude': '22000', 'action': 'drop'}",
"['go', 'to', '4000']","['B-action', 'O', 'B-altitude']",4.0,go to 4000,"{'altitude': '4000', 'action': 'go'}",
"['climb', 'to', '20500']","['B-action', 'O', 'B-altitude']",4.0,climb to 20500,"{'altitude': '20500', 'action': 'climb'}",
"['go', 'to', '22500']","['B-action', 'O', 'B-altitude']",4.0,go to 22500,"{'altitude': '22500', 'action': 'go'}",
"['ascend', 'to', '19500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 19500,"{'altitude': '19500', 'action': 'ascend'}",
"['drop', 'to', '10000']","['B-action', 'O', 'B-altitude']",4.0,drop to 10000,"{'altitude': '10000', 'action': 'drop'}",
"['drop', 'to', '10500']","['B-action', 'O', 'B-altitude']",4.0,drop to 10500,"{'altitude': '10500', 'action': 'drop'}",
"['level', 'off', 'to', '12000']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 12000,"{'altitude': '12000', 'action': 'level off'}",
"['rise', 'to', '17000']","['B-action', 'O', 'B-altitude']",4.0,rise to 17000,"{'altitude': '17000', 'action': 'rise'}",
"['level', 'off', 'to', '2000']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 2000,"{'altitude': '2000', 'action': 'level off'}",
"['maintain', 'to', '20000']","['B-action', 'O', 'B-altitude']",4.0,maintain to 20000,"{'altitude': '20000', 'action': 'maintain'}",
"['descend', 'to', '10500']","['B-action', 'O', 'B-altitude']",4.0,descend to 10500,"{'altitude': '10500', 'action': 'descend'}",
"['go', 'to', '9000']","['B-action', 'O', 'B-altitude']",4.0,go to 9000,"{'altitude': '9000', 'action': 'go'}",
"['descend', 'to', '10500']","['B-action', 'O', 'B-altitude']",4.0,descend to 10500,"{'altitude': '10500', 'action': 'descend'}",
"['descend', 'to', '14500']","['B-action', 'O', 'B-altitude']",4.0,descend to 14500,"{'altitude': '14500', 'action': 'descend'}",
"['maintain', 'to', '21500']","['B-action', 'O', 'B-altitude']",4.0,maintain to 21500,"{'altitude': '21500', 'action': 'maintain'}",
"['go', 'to', '23500']","['B-action', 'O', 'B-altitude']",4.0,go to 23500,"{'altitude': '23500', 'action': 'go'}",
"['drop', 'to', '20000']","['B-action', 'O', 'B-altitude']",4.0,drop to 20000,"{'altitude': '20000', 'action': 'drop'}",
"['go', 'to', '13000']","['B-action', 'O', 'B-altitude']",4.0,go to 13000,"{'altitude': '13000', 'action': 'go'}",
"['rise', 'to', '12000']","['B-action', 'O', 'B-altitude']",4.0,rise to 12000,"{'altitude': '12000', 'action': 'rise'}",
"['drop', 'to', '8500']","['B-action', 'O', 'B-altitude']",4.0,drop to 8500,"{'altitude': '8500', 'action': 'drop'}",
"['drop', 'to', '22000']","['B-action', 'O', 'B-altitude']",4.0,drop to 22000,"{'altitude': '22000', 'action': 'drop'}",
"['rise', 'to', '23500']","['B-action', 'O', 'B-altitude']",4.0,rise to 23500,"{'altitude': '23500', 'action': 'rise'}",
"['go', 'to', '14500']","['B-action', 'O', 'B-altitude']",4.0,go to 14500,"{'altitude': '14500', 'action': 'go'}",
"['level', 'off', 'to', '16500']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 16500,"{'altitude': '16500', 'action': 'level off'}",
"['level', 'off', 'to', '12500']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 12500,"{'altitude': '12500', 'action': 'level off'}",
"['go', 'to', '4500']","['B-action', 'O', 'B-altitude']",4.0,go to 4500,"{'altitude': '4500', 'action': 'go'}",
"['climb', 'to', '21500']","['B-action', 'O', 'B-altitude']",4.0,climb to 21500,"{'altitude': '21500', 'action': 'climb'}",
"['descend', 'to', '20000']","['B-action', 'O', 'B-altitude']",4.0,descend to 20000,"{'altitude': '20000', 'action': 'descend'}",
"['maintain', 'to', '7000']","['B-action', 'O', 'B-altitude']",4.0,maintain to 7000,"{'altitude': '7000', 'action': 'maintain'}",
"['level', 'off', 'to', '23000']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 23000,"{'altitude': '23000', 'action': 'level off'}",
"['climb', 'to', '14000']","['B-action', 'O', 'B-altitude']",4.0,climb to 14000,"{'altitude': '14000', 'action': 'climb'}",
"['descend', 'to', '10000']","['B-action', 'O', 'B-altitude']",4.0,descend to 10000,"{'altitude': '10000', 'action': 'descend'}",
"['go', 'to', '10500']","['B-action', 'O', 'B-altitude']",4.0,go to 10500,"{'altitude': '10500', 'action': 'go'}",
"['go', 'to', '3500']","['B-action', 'O', 'B-altitude']",4.0,go to 3500,"{'altitude': '3500', 'action': 'go'}",
"['ascend', 'to', '1000']","['B-action', 'O', 'B-altitude']",4.0,ascend to 1000,"{'altitude': '1000', 'action': 'ascend'}",
"['ascend', 'to', '18000']","['B-action', 'O', 'B-altitude']",4.0,ascend to 18000,"{'altitude': '18000', 'action': 'ascend'}",
"['go', 'to', '21500']","['B-action', 'O', 'B-altitude']",4.0,go to 21500,"{'altitude': '21500', 'action': 'go'}",
"['rise', 'to', '21500']","['B-action', 'O', 'B-altitude']",4.0,rise to 21500,"{'altitude': '21500', 'action': 'rise'}",
"['ascend', 'to', '18000']","['B-action', 'O', 'B-altitude']",4.0,ascend to 18000,"{'altitude': '18000', 'action': 'ascend'}",
"['maintain', 'to', '17000']","['B-action', 'O', 'B-altitude']",4.0,maintain to 17000,"{'altitude': '17000', 'action': 'maintain'}",
